"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:AT1G03400",114.733564963292,1.76032805496803,0.60860410350712,2.89240254021297,0.00382307773240462,0.0198400108367011
"gene:AT1G03495",72.013859334892,2.74774748382878,0.683144764320527,4.02220382463409,5.76561304211227e-05,0.000520039924248252
"gene:AT1G03530",297.045103651719,1.46993470403234,0.422319057982789,3.48062602491468,0.000500243424582518,0.00349761832155161
"gene:AT1G03660",62.1127484425979,3.3608269286655,1.14193542554437,2.94309717825188,0.00324946399343391,0.0173160805497275
"gene:AT1G03730",504.00774456619,3.74313147220955,0.317556887899737,11.7872784840723,4.53974803305349e-32,4.12174859151951e-30
"gene:AT1G03740",1587.94760082832,3.88513298225218,0.273176962766599,14.2220374035406,6.68771305837442e-46,1.11934870389209e-43
"gene:AT1G03770",96.7863458187155,2.57221265894252,0.621606118142951,4.13801052445721,3.5033030534668e-05,0.000333489501350786
"gene:AT1G03850",117.358259578793,3.50181727653035,0.798552961776497,4.385203542092,1.15877374657435e-05,0.000123155206559092
"gene:AT1G03905",61.0456255857802,3.08296628420181,0.891967769147672,3.45636511860487,0.000547513144372863,0.00377049481319817
"gene:AT1G04070",104.294018454688,2.50719177228259,0.709597915375595,3.53325695856295,0.000410473304438873,0.00295246269201773
"gene:AT1G04090",42.5424203902833,6.88526866545192,1.43336820660672,4.80355894160075,1.55869976845568e-06,1.94061145816526e-05
"gene:AT1G04100",129.647592252394,2.48838735509607,0.707315176109041,3.51807431700356,0.000434690607620368,0.0030977137413835
"gene:AT1G04370",43.8927939670059,9.00683562814466,1.53117292054966,5.8823112055243,4.04576708229269e-09,7.32576903104136e-08
"gene:AT1G04780",622.864909718683,1.02416450743699,0.309905836060849,3.30476031189002,0.000950576556802136,0.00610500419263514
"gene:AT1G04810",637.242122699785,1.18771124251401,0.333917625712874,3.55689892073947,0.000375258460492257,0.00273597532104355
"gene:AT1G04870",154.41289460237,1.91774860890108,0.714329451334296,2.68468366426572,0.00725984829074449,0.0337530337923309
"gene:AT1G04960",242.629332076192,2.57862810512864,0.572983248121269,4.50035513879961,6.78400242327697e-06,7.56100050047684e-05
"gene:AT1G05010",1319.44332117224,2.38456675525054,0.28236591642865,8.44495251201144,3.04169077203225e-17,1.13903626420383e-15
"gene:AT1G05060",195.195822773406,2.37107759469763,0.418629733938204,5.66390153989309,1.47969332547509e-08,2.46803614633835e-07
"gene:AT1G05120",188.002698245432,1.42754529130114,0.464990422951109,3.07005310397809,0.00214020713398189,0.0121590044022679
"gene:AT1G05340",69.0422574978806,4.51048579672187,0.948486429707903,4.75545633068353,1.97998658431113e-06,2.43519372363071e-05
"gene:AT1G05575",125.648820827674,10.5238966735063,1.32855111405925,7.92133367104831,2.34976430695739e-15,7.60138880341443e-14
"gene:AT1G05670",274.404352368971,3.70311672954795,0.447061924979351,8.28322995683202,1.19878621045206e-16,4.2968783945589e-15
"gene:AT1G05675",2143.66926080113,10.5229713924664,0.514157603916256,20.4664315227756,4.28899884286857e-93,2.75182165758448e-90
"gene:AT1G05680",2889.95604402003,7.07699572683561,0.25703682513084,27.5330031921815,7.0715985829212e-167,2.72228259048134e-163
"gene:AT1G05783",18.9229295308028,6.83162983843374,1.8692902808548,3.65466503966934,0.000257517966025652,0.00196616652521291
"gene:AT1G05800",97.9443415026931,10.1617369246131,1.35280328246173,7.51161462745826,5.84025005481884e-14,1.68283133316097e-12
"gene:AT1G05880",93.7941191399705,9.14062663250007,1.36402216749863,6.70123026611976,2.06672065843315e-11,4.7357427658954e-10
"gene:AT1G05960",440.416076780947,1.51302837936639,0.304897508122667,4.96241634994822,6.96215540351837e-07,9.14103459801648e-06
"gene:AT1G05990",151.961353474009,10.7988116104102,1.33139145059749,8.11092155170738,5.02372827411758e-16,1.69941514622522e-14
"gene:AT1G06135",13.6175695544951,7.32260406857869,2.64752818206281,2.76582667493016,0.00567787040883719,0.0274937483344147
"gene:AT1G06530",906.757998445091,1.16613343027945,0.265232986904445,4.39663800453134,1.09940470566015e-05,0.000117302337996378
"gene:AT1G06540",914.688492838892,1.1540237396992,0.266260592723568,4.33418902848049,1.462984286332e-05,0.000151967196671983
"gene:AT1G06590",144.559147406044,1.30475625863473,0.507534133837397,2.57077538562707,0.0101471115584085,0.0444698550264678
"gene:AT1G06620",345.437069995227,6.98992391527164,0.687745973727832,10.1635257526608,2.88452612036825e-24,1.65735399298054e-22
"gene:AT1G06800",88.1548080542037,2.03402903944013,0.75503267388799,2.69396161223863,0.00706082963806512,0.0329710938557684
"gene:AT1G06830",606.309177813864,1.33468789947312,0.303089918362692,4.40360374466818,1.06467333805166e-05,0.000113975708625241
"gene:AT1G06840",206.304101214436,1.23299346670727,0.466993074041212,2.64028212675047,0.00828370361019662,0.0377383969441573
"gene:AT1G06870",228.57551240802,1.65822666902256,0.576310801615876,2.87731318651876,0.00401077312342205,0.0206360227424826
"gene:AT1G07000",310.319960019516,3.1814177810946,0.506634652702314,6.27951081538815,3.39639970146261e-10,6.8598007821356e-09
"gene:AT1G07120",137.466996464127,4.13045178873545,0.935415556519949,4.41563298786913,1.00714838222074e-05,0.000108541948829702
"gene:AT1G07130",229.955091844011,3.44663968077939,0.61072375775007,5.64353300005381,1.66595576679683e-08,2.75247352783737e-07
"gene:AT1G07135",1392.95058429117,4.00203086520738,0.29345656809847,13.6375576499773,2.39446360034604e-42,3.41397299107115e-40
"gene:AT1G07160",20.8175450049724,6.96863271235538,1.74918401391643,3.98393345520726,6.7783860969908e-05,0.000598487961444399
"gene:AT1G07180",12.4859433176978,6.23584475341554,2.04522472687604,3.04897778296493,0.00229621462257057,0.0128963884078653
"gene:AT1G07220",286.611956663258,1.95374641778956,0.493282664382162,3.96070358612061,7.47292493450322e-05,0.000653812996087809
"gene:AT1G07240",459.324674011761,3.57970643542443,0.414764971947052,8.63068647918852,6.09848365090242e-18,2.44549194401187e-16
"gene:AT1G07360",400.465467851675,1.63398571186518,0.416158334531672,3.92635585132279,8.62425372086735e-05,0.000741732062641889
"gene:AT1G07430",82.5979644676578,5.50512159461427,1.16477771649012,4.7263280509891,2.28616206902481e-06,2.7692918505091e-05
"gene:AT1G07510",1063.19551752458,2.2770308756583,0.264325700116405,8.61448914977062,7.02541365797424e-18,2.79390830761752e-16
"gene:AT1G07500",30.670165991874,5.57042935940052,1.70195596866692,3.27295738664946,0.00106428521841664,0.00671211070907063
"gene:AT1G07520",659.854128895826,4.40041596599349,0.587557846982722,7.48933230760322,6.92248676738393e-14,1.97691432193777e-12
"gene:AT1G07620",9.69516645652831,6.82509949402119,2.40159838859672,2.84189876476774,0.00448457294109957,0.022673774617884
"gene:AT1G07630",289.772725546832,2.41232398545502,0.5049784126743,4.77708338596033,1.77856033392337e-06,2.21005353824125e-05
"gene:AT1G07990",389.554568493534,1.12440430875882,0.410353476983222,2.74008719756698,0.00614228862375923,0.0294072215696859
"gene:AT1G08050",497.357067436307,4.23945378058665,0.387660756103963,10.9359890415364,7.75556367346469e-28,5.63317319195654e-26
"gene:AT1G08290",61.9047261695939,3.12073025347799,1.13017532313437,2.76127976748166,0.00575753329123495,0.0278429570550868
"gene:AT1G08410",321.96176741296,1.76103190575305,0.343111419865173,5.13253655749801,2.85863181012801e-07,4.00458115584745e-06
"gene:AT1G08450",541.458623740589,1.16153377518144,0.340543628646435,3.41082221916237,0.000647673063989424,0.0043452112707105
"gene:AT1G08510",802.00186635761,1.15281543093725,0.284764008241365,4.04831859916837,5.15868936029748e-05,0.000469699398330207
"gene:AT1G08580",315.905240727181,1.3843831991614,0.477790253558351,2.89747057176488,0.00376185029077331,0.0195909346311701
"gene:AT1G08630",92.8730374186863,3.15283258880642,0.992584368622125,3.17638750767664,0.00149121611375048,0.00896126373945341
"gene:AT1G08800",190.078519232941,2.22164308787187,0.513532126562551,4.32620078269098,1.51703152921941e-05,0.000156988295023737
"gene:AT1G08830",246.254689819518,1.58085474927215,0.467767425838828,3.37957425410133,0.000725981935239943,0.00480512882714649
"gene:AT1G08860",26.7277097865598,4.65218426260625,1.4978281871449,3.10595320780688,0.00189666726258354,0.0109664188127528
"gene:AT1G08930",1360.41376113737,2.72700570479087,0.313217368943277,8.70643193891563,3.13590121678228e-18,1.29527524936964e-16
"gene:AT1G08940",333.807365369233,3.77528010953931,0.498447805010417,7.57407309569837,3.6170072962212e-14,1.05485085511615e-12
"gene:AT1G09560",368.485114503394,2.26017902815071,0.41354577516336,5.46536602207552,4.61952592165028e-08,7.15338977795049e-07
"gene:AT1G09640",1749.74207219362,1.09046085059407,0.268908382787727,4.0551389260887,5.01045146029631e-05,0.000457067155013191
"gene:AT1G09815",212.173103562863,1.86449436088569,0.441945911386685,4.21882930206436,2.45574101790572e-05,0.000242276284534338
"gene:AT1G09932",740.389250977211,8.34986221957647,0.573143260291146,14.568542977082,4.45287037551911e-48,8.08574047056527e-46
"gene:AT1G09940",649.434634946349,2.74740470289016,0.514230825700809,5.34274603072641,9.15489884564096e-08,1.36705580279982e-06
"gene:AT1G09970",6030.4732688724,3.31256357852701,0.201258936888096,16.4592123447857,7.20316571182499e-61,1.98066476601725e-58
"gene:AT1G10040",130.632142791919,3.87392492504065,0.699688577424833,5.53664165749058,3.08326476899637e-08,4.90063420921901e-07
"gene:AT1G10050",137.187439868503,3.00357356907296,0.734394156810551,4.08986583188159,4.3162279080936e-05,0.000400186680033649
"gene:AT1G10140",263.786251457978,4.5560667136509,0.53045137987541,8.58903734913651,8.77010089852416e-18,3.45208388741908e-16
"gene:AT1G10170",2407.89295305103,3.77523071646486,0.207818855989686,18.1659681383879,9.59986182214395e-74,3.93144979473674e-71
"gene:AT1G10270",296.737931234418,1.55781689135474,0.542711855538847,2.87043092104193,0.00409912750969344,0.0210287863290457
"gene:AT1G10340",85.1047307717385,4.48257818405884,1.03405827474333,4.33493768537512,1.45801418466957e-05,0.000151532705326781
"gene:AT1G10410",405.617267564037,1.35496346361205,0.414258336336132,3.27081761491126,0.00107237046529511,0.00675867279502303
"gene:AT1G10580",548.459977929841,2.361807640671,0.356529642180398,6.62443556229182,3.4857753167006e-11,7.87490649012362e-10
"gene:AT1G10585",91.2746545360292,8.29154491121429,1.25319821614812,6.61630762346562,3.68281593888733e-11,8.3005668842744e-10
"gene:AT1G10630",266.25852621816,1.1546721610583,0.439867006423935,2.62504835369591,0.00866366628170119,0.0391543199319522
"gene:AT1G10700",224.50876346334,2.2894127040219,0.47954506239932,4.77413466122917,1.80481592907127e-06,2.23978704079716e-05
"gene:AT1G11040",30.7170916654407,7.50646391469122,2.0725484187542,3.62185213467935,0.000292501304931455,0.00219068681607807
"gene:AT1G11050",853.717902963763,4.41868773004795,0.494965769957468,8.92725921315254,4.36693320342768e-19,1.87204299108187e-17
"gene:AT1G11190",136.789305858541,1.40651962560478,0.556376075115255,2.52800163147456,0.0114713818907942,0.0490808194772753
"gene:AT1G11300",26.4291789195406,3.42764622741901,1.34401552762477,2.550302550058,0.0107629471117638,0.046564442797759
"gene:AT1G11330",618.765154700957,2.82050544882915,0.380056076483002,7.42128760295009,1.15987141942552e-13,3.24966595066992e-12
"gene:AT1G11560",13.718339064464,7.32255963940575,2.09631145694721,3.4930685586527,0.00047750389895537,0.00336173922717372
"gene:AT1G11572",26.8737966965136,5.75087169333285,1.47106179490464,3.9093338656828,9.25509794253738e-05,0.000788937666952876
"gene:AT1G11610",36.0782296669712,7.76349113075088,1.56524166345543,4.95993130773953,7.05181113582982e-07,9.23355515254778e-06
"gene:AT1G11670",8.91802337899895,6.71198655344684,2.59460999028351,2.58689613413283,0.00968447797702264,0.0428521453107429
"gene:AT1G11905",198.748087885592,1.47565812080652,0.538667733856073,2.73945890585087,0.00615404076129113,0.0294366243969512
"gene:AT1G12200",966.602830916947,1.86715504800825,0.330871899715238,5.64313575621019,1.66980576688519e-08,2.75646838773638e-07
"gene:AT1G12420",432.16283883102,1.13047447336098,0.382712302659186,2.95384931580757,0.00313837203435296,0.0168218838533071
"gene:AT1G12760",515.720644078466,1.24707087245632,0.310400743725489,4.01761560713011,5.87899949862283e-05,0.000529046810338592
"gene:AT1G12870",14.1653669645965,7.36580507712379,2.39358154563148,3.0773152853585,0.00208874246801481,0.0119137109533463
"gene:AT1G12880",553.238898598316,1.95933424979679,0.365272096194837,5.36404031462527,8.13807279073795e-08,1.22759894260285e-06
"gene:AT1G12990",206.28417067349,1.31934819114257,0.459974640937434,2.86830636674605,0.00412675714989127,0.0211592492331133
"gene:AT1G13110",102.855316714687,1.9729163066844,0.712991306820391,2.7670972812876,0.00565578752836505,0.0274213094070454
"gene:AT1G13210",1472.24863183231,4.67839964952266,0.322597001427371,14.5023035825581,1.17151340047035e-47,2.10741027404237e-45
"gene:AT1G13260",152.430125922529,2.69239204342596,0.550041474537557,4.89488914574953,9.83611578307107e-07,1.25630760844427e-05
"gene:AT1G13330",141.013424949979,3.11956949501494,0.716292995885098,4.35515845182905,1.32970697647293e-05,0.000139175714630011
"gene:AT1G13340",182.871146106712,4.5146099840707,0.636717454812069,7.09044482753063,1.33681604747601e-12,3.39907995796806e-11
"gene:AT1G13350",338.012249789483,1.0244245005147,0.383199984748379,2.67334170482124,0.007509970998164,0.0347063437629437
"gene:AT1G13470",110.182379374269,7.67605506883759,1.01087348092135,7.59348742816099,3.11408415199291e-14,9.13717862157918e-13
"gene:AT1G13480",130.957687409032,10.5816644555001,1.33165516422333,7.94624970472115,1.92242725146276e-15,6.25048644191812e-14
"gene:AT1G13490",44.0811572140651,9.01475277767872,1.64929768131854,5.46581304259871,4.60789805643223e-08,7.14112896861575e-07
"gene:AT1G13520",63.3354985148385,9.53534157981703,1.49274563865759,6.38778726454162,1.68303248172351e-10,3.49084150950584e-09
"gene:AT1G13550",8.89090491547951,6.69833095894961,2.39457000625582,2.79730011711923,0.00515316415713449,0.0255179067909763
"gene:AT1G13830",31.8307198908861,4.14257362513185,1.27512036788266,3.24877064900986,0.00115904888743538,0.00723390823130874
"gene:AT1G13990",302.016908488585,2.39417263927369,0.561007453984254,4.26763071019888,1.97560016294494e-05,0.000199613395991414
"gene:AT1G14000",844.649565661093,1.40395423082574,0.308880057122507,4.54530552702179,5.485562493466e-06,6.22926884213767e-05
"gene:AT1G14040",480.756017250935,6.23813947561064,0.484147866374418,12.8847815076114,5.48305653174793e-38,6.55514733683752e-36
"gene:AT1G14060",341.482247180224,2.69734313977163,0.400008344191537,6.74321718268969,1.54917370496037e-11,3.60923843311959e-10
"gene:AT1G14330",324.246864113894,1.57898575207404,0.385923526444785,4.09144725282757,4.28689458860469e-05,0.000397658539958858
"gene:AT1G14370",248.233118902129,5.0635081429783,1.6502167881278,3.06838966819805,0.00215215783750787,0.0122052840472456
"gene:AT1G14480",267.645802847216,4.80194130726126,0.655455002619318,7.32611893733639,2.36913550966846e-13,6.35998888285892e-12
"gene:AT1G14490",27.2832334759614,3.87740140090614,1.38295905669414,2.80369934463192,0.00505199908983621,0.0251008979042766
"gene:AT1G14540",319.964202511258,10.1313986692058,1.1306433846946,8.96073758211781,3.22513756532689e-19,1.39187102819309e-17
"gene:AT1G14640",387.448421374677,3.7384036233149,0.453485658821354,8.24370859495604,1.66953472513338e-16,5.89636777786556e-15
"gene:AT1G14680",38.6575656181697,3.81851187177943,1.23544983939564,3.09078665115807,0.00199627013680133,0.0114459957084158
"gene:AT1G14686",27.0932653963382,8.31304547683426,2.24401763340577,3.70453661017693,0.00021177752141151,0.00165232822542714
"gene:AT1G14870",923.220844357551,7.21064687899052,0.513484847219031,14.0425699376378,8.55529820619174e-45,1.31737903898223e-42
"gene:AT1G14880",117.002380260825,6.62666907636455,1.29740799783706,5.10762157117271,3.26239197515249e-07,4.5221774490326e-06
"gene:AT1G15010",49.2642207955369,3.84095200147527,1.13820914362799,3.37455732365005,0.00073934515914845,0.00488196076270647
"gene:AT1G15125",294.977389776307,3.86291626309386,0.654615844342605,5.90104302619375,3.61210683164846e-09,6.5590407826009e-08
"gene:AT1G15130",670.620084277311,1.06551658543688,0.274829078504171,3.87701545715698,0.00010574564256601,0.000891933447901206
"gene:AT1G15170",74.0021505677793,3.38081769785166,0.803349112783248,4.20840409736513,2.57180638493598e-05,0.000252304430668949
"gene:AT1G15385",29.1671883439784,8.41873991680215,1.69359534316156,4.97092764856465,6.66333136735886e-07,8.77863122237668e-06
"gene:AT1G15410",182.530462525274,2.17561992678896,0.50140486662107,4.33904828537126,1.4310108172986e-05,0.000148967529536849
"gene:AT1G15415",287.435476668659,5.60082074893918,0.711371222051199,7.87327428398007,3.45478094964784e-15,1.10644964590385e-13
"gene:AT1G15420",583.746003978017,1.92796745870337,0.40398825322935,4.77233544117144,1.8210188087812e-06,2.25408167404634e-05
"gene:AT1G15430",339.861275862438,2.70831903241074,0.491141329194481,5.5143374654555,3.50096274411187e-08,5.50993711354581e-07
"gene:AT1G15440",400.710429437256,1.72637215505335,0.402188012783598,4.29245054596453,1.76711917243394e-05,0.000180649959716331
"gene:AT1G15520",1681.2349192606,7.10890288364945,1.16352690413552,6.10978814360228,9.97634828614493e-10,1.92024751811718e-08
"gene:AT1G15530",409.009477093607,2.54913659516115,0.387127712429878,6.58474325994652,4.55672098545576e-11,1.01867323493673e-09
"gene:AT1G15625",16.8307915823675,7.6283827718756,2.07047010625508,3.68437233110951,0.000229266903602832,0.0017758267044456
"gene:AT1G15780",883.535229523722,1.60464995400769,0.282814599482018,5.67385826950463,1.39616657214627e-08,2.33885240910978e-07
"gene:AT1G15790",78.1204212548483,4.35147663472338,1.01206966572,4.29958211584939,1.71120463902589e-05,0.000175291468291486
"gene:AT1G15800",176.817754069418,2.77901505501863,0.449501103859785,6.18244322684801,6.31170136547967e-10,1.24220478407723e-08
"gene:AT1G15860",194.097662864925,1.91169840799264,0.507275234866617,3.76856246194495,0.000164190401748821,0.00132675770481163
"gene:AT1G15900",14.2208430291515,7.38593912904043,2.66824774925812,2.76808595869481,0.00563865814475362,0.0273727344187182
"gene:AT1G16150",13.4113532434869,6.29526030726095,2.38581936750247,2.63861564417216,0.00832453024049745,0.0379064485614135
"gene:AT1G16210",580.657744862022,1.33583736245554,0.304334101207411,4.38937784873846,1.13675408394744e-05,0.000121019040972458
"gene:AT1G16270",380.878939229721,1.03623373382229,0.40668312392408,2.54801262423599,0.0108338550471199,0.0468185994492508
"gene:AT1G16410",585.212109925095,1.9728873810333,0.397791858505933,4.95959718341968,7.06395023503217e-07,9.24316207504413e-06
"gene:AT1G16420",66.3682569674717,6.47670861799095,0.991326495147421,6.53337588543701,6.4303485201762e-11,1.40171402396774e-09
"gene:AT1G16670",408.548462877095,3.52767362578881,0.414370641930956,8.51332905572157,1.69009580548774e-17,6.44177506218376e-16
"gene:AT1G17070",224.545769312844,1.8596018807337,0.443283425299555,4.19506296558921,2.72795795874917e-05,0.000266131448504835
"gene:AT1G17130",400.784559129252,1.54995315436252,0.425989026881169,3.63848140810183,0.000274250422223826,0.00207580500470476
"gene:AT1G17147",109.611374689448,6.18589564814044,0.9156926675642,6.75542774039603,1.42414472442788e-11,3.34224196361126e-10
"gene:AT1G17170",643.507504074405,5.02964999910122,0.355496769708036,14.1482298228251,1.91517685465835e-45,3.12401051681898e-43
"gene:AT1G17180",312.728352065061,9.46185098398974,0.93748298527523,10.0928242246571,5.9434446594085e-24,3.38459830781937e-22
"gene:AT1G17290",1662.67298417271,2.48253121177948,0.244026905646772,10.1731864574513,2.61220479882283e-24,1.5053807774773e-22
"gene:AT1G17330",142.160279205586,1.83807637661875,0.625550311555709,2.93833500305925,0.00329980249017513,0.017556150127877
"gene:AT1G17340",235.353434436148,1.00710706984603,0.390448348069728,2.57936056030177,0.00989834112247558,0.0435980022712609
"gene:AT1G17380",837.89283239538,6.09102001821725,0.347862358586906,17.5098566081146,1.20497201408613e-68,4.06900023282978e-66
"gene:AT1G17420",841.049486273323,4.91583062554352,0.305698902369498,16.080628970011,3.48819407338844e-58,8.83431046376063e-56
"gene:AT1G17440",563.224577900561,1.23943947248232,0.31912751637402,3.8838376789474,0.000102820564389159,0.000868402906258238
"gene:AT1G17500",422.017568055509,1.1172833890159,0.303472680891888,3.68166052289212,0.000231719821824884,0.00179194179609697
"gene:AT1G17600",191.574951376907,2.29453892082711,0.64638334412392,3.54981133360889,0.000385507324732471,0.00280220732116714
"gene:AT1G17610",101.167519979628,2.14758248509614,0.684516852379276,3.1373697778681,0.0017047098120873,0.0100231557358327
"gene:AT1G17690",297.137767051641,1.75482403376135,0.436582458273155,4.01945611993282,5.83326443605523e-05,0.000525649222215314
"gene:AT1G17744",247.131554773139,3.36537175312176,0.637242222751266,5.28114998185763,1.28375543890542e-07,1.87763865410726e-06
"gene:AT1G17745",1076.95621081133,3.16504386686221,0.327807285399325,9.65519684227469,4.67261038223417e-22,2.39835745699316e-20
"gene:AT1G17750",1279.39847992363,6.52744988449433,0.301904955579209,21.6208769146281,1.14285176504279e-103,1.04750527493065e-100
"gene:AT1G17860",110.741114012933,3.72972909072481,0.769679394255884,4.84582167401099,1.26088734261476e-06,1.58520963884055e-05
"gene:AT1G18150",296.921970839452,1.186949828551,0.367819971995192,3.22698580534534,0.00125101666078122,0.00774750037602766
"gene:AT1G18210",528.586430918662,2.27449040759082,0.307285034988366,7.40189123650925,1.34258449094338e-13,3.70230175955274e-12
"gene:AT1G18390",177.877132173694,5.66588532532717,0.651230094636576,8.70028177750148,3.31061098857608e-18,1.35869169100453e-16
"gene:AT1G18480",396.233353520864,2.19336222632022,0.382939606051567,5.72769750545169,1.01802882720443e-08,1.75582606326441e-07
"gene:AT1G18570",914.947795224245,2.21717719485837,0.315291876618398,7.03214183200111,2.03386894681769e-12,5.05134315978671e-11
"gene:AT1G18850",164.552302279443,2.58786380293584,0.486358928870432,5.32089296467971,1.03259145189667e-07,1.53004774950787e-06
"gene:AT1G18890",516.406404510768,2.69347390825828,0.328060924141203,8.21028568187219,2.20662843069195e-16,7.70838185734278e-15
"gene:AT1G18900",493.742322462375,3.124793941526,0.489540940862015,6.3831105443881,1.73526545724563e-10,3.59143973344772e-09
"gene:AT1G19020",1357.38325133786,6.80297881932101,0.32587897653314,20.8757830642971,8.89004391448314e-97,7.12981521941548e-94
"gene:AT1G19025",38.5715827274944,3.88919207358207,1.31030842256407,2.96815009856344,0.00299597990081385,0.0161576411125988
"gene:AT1G19130",372.759321820468,2.66447483881003,0.441026387708943,6.04153155699259,1.52658141509328e-09,2.87230098511392e-08
"gene:AT1G19180",3774.3637938668,5.74851685625397,0.222306545628501,25.8585137023378,1.95174140438668e-147,4.17412428351498e-144
"gene:AT1G19230",81.2066472588151,4.35976622689229,0.916358023079585,4.7577105422622,1.95800992237545e-06,2.40970428298482e-05
"gene:AT1G19250",415.354221250034,12.2460773742681,1.24662744827787,9.82336574666729,8.93108158039843e-23,4.81527894284339e-21
"gene:AT1G19300",616.844024663718,1.21408616751035,0.298355738112803,4.06925697219646,4.71633064991727e-05,0.000431927709664116
"gene:AT1G19360",259.872839696657,1.1968394617166,0.429249102328238,2.78821657453671,0.00529990997825694,0.0261102296548476
"gene:AT1G19380",131.361086204676,3.04833908005704,0.569364515909565,5.35393231379601,8.6063064786466e-08,1.29417333672648e-06
"gene:AT1G19770",2249.8296382863,3.02665408101937,0.280088266783431,10.806072370606,3.2217032195023e-27,2.23062386938778e-25
"gene:AT1G19780",128.575486547639,1.9278556713212,0.703611381112982,2.73994384268158,0.00614496828236265,0.029407844231456
"gene:AT1G20110",816.534583010213,1.19857921228845,0.291251051179273,4.11527857988978,3.86712069490071e-05,0.000364516841995343
"gene:AT1G20140",144.430968105288,1.98938449763299,0.571560570612627,3.48061885287271,0.000500256818330818,0.00349761832155161
"gene:AT1G20220",454.681259642577,1.2528149692572,0.412697448822538,3.03567413084716,0.00239998595850877,0.0134053771704518
"gene:AT1G20300",188.983654868682,1.83365536807821,0.489992238508554,3.74221308823077,0.000182406737702538,0.00145123775704862
"gene:AT1G20310",89.9427554832579,10.0387126540262,1.41784091778249,7.08028138285552,1.43862049384997e-12,3.63870791926731e-11
"gene:AT1G20350",40.2013324678061,6.05057897016893,1.52989211786269,3.95490564303435,7.65648632831912e-05,0.000666490896198726
"gene:AT1G20440",1469.01969675233,1.65081377958471,0.233679775794104,7.06442726579492,1.61279791602546e-12,4.05792605067426e-11
"gene:AT1G20450",856.17188028113,1.20831585841371,0.26445863675564,4.56901643764502,4.90018354629817e-06,5.62760936152429e-05
